date,ret1_fwd,pos,pos_prev,turnover,tc,strategy_ret,bh_ret,cum_strategy,cum_bh
2022-07-29,-0.002827038634318768,1,1,0,0.0,-0.002827038634318768,-0.002827038634318768,0.9321447571834105,1.1129477253995903
2022-08-01,-0.006684702509966556,1,1,0,0.0,-0.006684702509966556,-0.006684702509966556,0.925934427016071,1.1055328118033312
2022-08-02,0.015517460750034573,1,1,0,0.0,0.015517460750034573,0.015517460750034573,0.9404146356205317,1.1228216664639976
2022-08-03,-0.0007776471390830153,0,1,1,0.0001,-0.0001,-0.0007776471390830153,0.9403205988588862,1.121948846824205
2022-08-04,-0.0016270689959387852,1,0,1,0.0001,-0.0017270689959387852,-0.0016270689959387852,0.9386980018781427,1.1201248429329964
2022-08-05,-0.001238345410353503,1,1,0,0.0,-0.001238345410353503,-0.001238345410353503,0.9375362889651929,1.1187385999756796
2022-08-08,-0.004257782198347826,1,1,0,0.0,-0.004257782198347826,-0.004257782198347826,0.9335529497568489,1.1139853809465903
2022-08-09,0.021067154907855823,1,1,0,0.0,0.021067154907855823,0.021067154907855823,0.9534288839419742,1.1377028359882706
2022-08-10,-0.0007056718966165221,1,1,0,0.0,-0.0007056718966165221,-0.0007056718966165221,0.9527563133081615,1.13690027427614
2022-08-11,0.017174074409835427,1,1,0,0.0,0.017174074409835427,0.017174074409835427,0.9692603361338644,1.1565941118452148
2022-08-12,0.0039616294239337435,1,1,0,0.0,0.0039616294239337435,0.0039616294239337435,0.973107802486894,1.161185197195087
2022-08-15,0.001873909275516894,1,1,0,0.0,0.001873909275516894,0.001873909275516894,0.9749330278433026,1.1633631929525874
2022-08-16,-0.007264078640478289,1,1,0,0.0,-0.007264078640478289,-0.007264078640478289,0.9678766975572309,1.154943050545173
2022-08-17,0.002266944033161522,1,1,0,0.0,0.002266944033161522,0.002266944033161522,0.9700733087181715,1.1575642116925393
2022-08-18,-0.01298386938135998,1,1,0,0.0,-0.01298386938135998,-0.01298386938135998,0.9575594187435774,1.1426316998365136
2022-08-19,-0.021632427725286618,1,1,0,0.0,-0.021632427725286618,-0.021632427725286618,0.9370675276143529,1.1181792387823755
2022-08-22,-0.00224030906405126,1,1,0,0.0,-0.00224030906405126,-0.00224030906405126,0.9349705565473101,1.1156769756664353
2022-08-23,0.002911907251338164,1,1,0,0.0,0.002911907251338164,0.002911907251338164,0.9376970718439832,1.1189304581627544
2022-08-24,0.013993218645289573,1,1,0,0.0,0.013993218645289573,0.013993218645289573,0.950910707023453,1.1346979584667543
2022-08-25,-0.03426852674898484,1,1,0,0.0,-0.03426852674898484,-0.03426852674898484,0.9188764168351433,1.0964722413630028
2022-08-26,-0.006688723509263639,1,1,0,0.0,-0.006688723509263639,-0.006688723509263639,0.9127508156079854,1.0891627146582352
2022-08-29,-0.01108936779165326,1,1,0,0.0,-0.01108936779165326,-0.01108936779165326,0.9026849015766666,1.0771513112561304
